formula	target
CsZn4In5Te12	False
CsZrPSe6	False
Cu(IrS2)2	True
Cu(NO3)2	True
Cu0.5Ge1Pb1.75S4	False
Cu0.96Bi2Se3I1	False
Cu1.8S1	False
Cu10Sb3	True
Cu11Sb4S13	True
Cu15Si4	True
Cu18S11	True
Cu23(Sb4S13)2	True
Cu25Se26	True
Cu2GeS3	False
Cu2GeSe3	False
Cu2H3ClO3	True
Cu2Hg2SF6	True
Cu2HgGeSe4	True
Cu2O	False
Cu2OF2	True
Cu2PHO5	True
Cu2Sb	True
Cu2Se	False
Cu2SnSe3	False
Cu2Te	False
Cu2Te3O8	False
Cu2WSe4	False
Cu3(BiI4)4	True
Cu3(P2O7)2	True
Cu3AsS4	False
Cu3AsSe4	False
Cu3Bi6S10I	False
Cu3Hg2(Te3O8)2	False
Cu3Pd	True
Cu3SbS4	False
Cu3SbSe4	False
Cu3Se2(ClO3)2	True
Cu4As2O9	True
Cu4H10SO12	True
Cu4Pd	True
Cu4Sn7S16	False
Cu4W(SCl)4	True
Cu5(Si2O7)2	True
Cu6PbO8	True
Cu7Hg6	True
Cu8O	True
Cu9O13	True
Cu9S5	True
Cu9Se4(Cl3O7)2	True
CuBS2	False
CuBi(PSe3)2	False
CuBiPbS3	False
CuBiPbSe3	False
CuBiSO	False
CuBiSeO	False
CuBr	False
CuCN2	True
CuCl	False
CuClO2	True
CuF	True
CuHg(SeO3)2	False
CuI	False
CuMoO4	True
CuN3	False
CuNi(CN)4	False
CuP2	False
CuP2(HO3)2	True
CuPO4F	True
CuPS3	False
CuPd	True
CuPtO2	True
CuSbPbS3	False
CuSbS2	False
CuSbSe2	False
CuSeO3	True
Dy(Al2Cu)4	True
Dy(CoGe)2	True
Dy(CuSe)3	False
Dy(CuSi)2	True
Dy(CuTe)3	False
Dy(GeRu)2	True
Dy(InS2)3	False
Dy12C6I17	True
Dy12Co7	True
Dy1Te1.4	False
Dy1Te1.45	False
Dy1Te1.7	False
Dy2(GePt3)3	True
Dy2(MoO4)3	False
Dy2AlCo2	True
Dy2C	True
Dy2CdPd2	True
Dy2CuOs	True
Dy2MgIn	True
Dy2MgTl	True
Dy2Ni12P7	True
Dy2O3	False
Dy2S3	False
Dy2Sn5	True
Dy2Te3	False
Dy2Ti3Si4	True
Dy2TlCd	True
Dy2ZnIn	True
Dy3(CuGe)4	True
Dy3Al0.5Si1S7	False
Dy3Ga	True
Dy3GaS6	False
Dy3InC	True
Dy3MnB7	True
Dy4CdRh	True
Dy4GaSbS9	False
Dy4Sb3	True
Dy4Te3S4	False
Dy5Pb3	True
Dy5Sn3	True
Dy6FeTe2	True
Dy7In(CoGe3)4	True
DyAg	True
DyAgGe	True
DyAgHg2	True
DyAs	False
DyB2Rh2C	True
DyB6	False
DyBPd3	True
DyBiPd	True
DyBiPt	True
DyCd2	True
DyCoSi2	True
DyFeSi	True
DyGe	True
DyInAu	True
DyInCu2	True
DyInPt2	True
DyIr2	True
DyMn2	True
DyN	False
DyNiGe2	True
DyNiSn	True
DyPO4	False
DyRh	True
DyS2	True
DySiIr	True
DySn3	True
DySnRu2	True
DyYAg2	True
DyZnGa	True
DyZnRh2	True
DyZrRu2	True
DyZrSb	True
Er(Al10Cr)2	True
Er(CrSi)2	True
Er(CuGe)2	True
Er(CuTe)3	False
Er(InS2)3	False
Er(ReO4)2	True
Er(SiPd)2	True
Er2(Ga3Co)3	True
Er2(MoO4)3	False
Er2C3	True
Er2Fe14B	True
Er2Mg3Ru	True
Er2MnC4	True
Er2O3	False
Er2Se3	False
Er2SnAu2	True
Er2Te3	False
Er3Al3NiGe2	True
Er3SnC	True
Er3Te4	False
Er4NiB13	True
Er5Bi3	True
Er5NiPb3	True
Er5Si3	True
Er6MnBi2	True
ErAgSn	True
ErAl9(Fe2Si3)2	True
ErAlGe	True
ErB2Ir3	True
ErB2Ru3	True
ErB6	False
ErBPd3	True
ErBiW2O9	False
ErCu	True
ErCuPb	True
ErFeC2	True
ErHg2	True
ErLu3	True
ErMg2	True
ErN	False
ErNi4Au	True
ErNi4B	True
ErNiSn	True
ErPbAu	True
ErRu3	True
ErSe2	False
ErSiPd	True
ErSnAu	True
ErTe	False
ErTlPd	True
ErZn12	True
Eu(AlAu)2	True
Eu(AsPd)2	True
Eu(BiSe2)2	False
Eu(BiTe2)2	False
Eu(CdSb)2	True
Eu(ClO4)3	True
Eu(DySe2)2	False
Eu(ErSe2)2	False
Eu(FeSi)2	True
Eu(GaS2)2	False
Eu(GaSe2)2	False
Eu(GaTe2)2	False
Eu(HoSe2)2	False
Eu(InAs)2	True
Eu(InS2)2	False
Eu(InSe2)2	False
Eu(InTe2)2	False
Eu(LuSe2)2	False
Eu(MgBi)2	True
Eu(MnGe)2	True
Eu(Ni2B)6	True
Eu(NiAs)2	True
Eu(POs)2	True
Eu(SbS2)2	False
Eu(SbSe2)2	False
Eu(TmSe2)2	False
Eu(ZnGe)2	True
Eu(ZnSi)2	True
Eu1.75Ag0.5Ge1S4	False
Eu1.83Ta15O32	False
Eu2(Ga3Rh)3	True
Eu2C(NO)2	True
Eu2CuO4	True
Eu2Ga2GeS7	False
Eu2Ge(BO4)2	True
Eu2O3	False
Eu2PBr	True
Eu2ReO5	True
Eu2Se3	False
Eu2SnSe5	False
Eu2TeO2	True
Eu3(InP2)2	False
Eu3As2	False
Eu3BWO9	True
Eu3Bi4S9	False
Eu3P2	False
Eu3S4	False
Eu3Sb4S9	False
Eu3Sb4Se9	False
Eu3Se4	False
Eu3Sn	True
Eu4Te7	False
Eu7(Ga3Sb4)2	False
EuAgSb	True
EuAl2O4	False
EuAlO3	True
EuB(SbO4)2	False
EuBi3	True
EuBiW2O9	False
EuCd11	True
EuClO	True
EuCo8P5	True
EuCu2SnS4	False
EuCu9Sn4	True
EuCuSeF	True
EuCuSeO	True
EuF3	True
EuGe3Pt	True
EuH2	False
EuIn2(GeIr)4	False
EuN	False
EuNiGe3	True
EuO	False
EuPPt	True
EuPd	True
EuRhO3	True
EuS	False
EuSb4S7	False
EuSb4Te7	False
EuSbO3	True
EuScO3	True
EuSe	False
EuSeClO3	True
EuSn3	True
EuSnAu2	True
EuSnO3	True
EuSnTe2	False
EuTe	False
EuTiClO3	True
EuTiO3	True
EuTl	True
EuVO4	False
EuZn	True
Fe(PdSe)2	True
Fe10O9F11	True
Fe12As5	True
Fe2B(PO4)3	False
Fe2Cu(PO4)3	True
Fe2O2F3	True
Fe2O3	False
Fe2S	True
Fe2Te3	False
Fe3B	True
Fe3N	True
Fe3Si	True
Fe4H15(IO8)3	False
Fe4O7F	True
Fe4Si2Sn7O16	True
Fe6O7F5	True
Fe6W6C	True
Fe9Co7	True
FeAg3(CN)6	True
FeAgSe2	False
FeAgTe2	False
FeAs2O7	True
FeAsS	False
FeAsSe	False
FeBi(SeO3)3	False
FeBi25O39	False
FeCo2Si	True
FeCoAs	True
FeCuS2	False
FeCuSe2	False
FeCuTe2	False
FeI2	False
FeOF	True
FeP	True
FeP4	False
FePS	False
FePd3	True
FeRhO3	True
FeSi2	False
FeSn	True
Ga1As0.1P0.9	False
Ga0.001Te1Pb0.999	False
Ga0.005Te1Pb0.995	False
Ga0.01Te1Pb0.99	False
Ga0.04Te1Pb0.96	False
Ga0.07Te1Pb0.93	False
Ga0.95Hg0.05Sb0.95Te0.05	False
Ga0.99Hg0.01Sb0.99Te0.01	False
Ga0.9Hg0.1Sb0.9Te0.1	False
Ga1.001Sb0.999Se0.003	False
Ga1.001Sb0.999Te0.003	False
Ga1.002Sb0.998Se0.006	False
Ga1.002Sb0.998Te0.006	False
Ga1.005Sb0.995Se0.015	False
Ga1.005Sb0.995Te0.015	False
Ga1.01Cu0.99Se2.01	False
Ga1.01Sb0.99Se0.03	False
Ga1.01Sb0.99Te0.03	False
Ga1.02Sb0.98Se0.06	False
Ga1.02Sb0.98Te0.06	False
Ga1.05Sb0.95Se0.15	False
Ga1.05Sb0.95Te0.15	False
Ga1.1Cu0.9Se2.1	False
Ga1.1Sb0.9Se0.3	False
Ga1.1Sb0.9Te0.3	False
Ga1.2Cu0.8Se2.2	False
Ga1.5Cu0.5S2.5	False
Ga1.5Cu0.5Se2.5	False
Ga1.65Cu0.35S2.65	False
Ga1.65Cu0.35Se2.65	False
Ga1.6Cu0.4S2.6	False
Ga1.7Cu0.3S2.7	False
Ga1.85Cu0.15Se2.85	False
Ga1.8Cu0.2S2.8	False
Ga1.8Cu0.2Se2.8	False
Ga1.95Cu0.05S2.95	False
Ga1.95Cu0.05Se2.95	False
Ga1.99Cu0.01Se2.99	False
Ga1.9Cu0.1S2.9	False
Ga1As0.01P0.99	False
Ga1As0.2P0.8	False
Ga1As0.3P0.7	False
Ga1As0.4P0.6	False
Ga1As0.5P0.5	False
Ga1As0.6P0.4	False
Ga1As0.7P0.3	False
Ga1As0.8P0.2	False
Ga1As0.99P0.01	False
Ga1As0.9P0.1	False
Ga1Sb0.01As0.99	False
Ga1Sb0.14As0.86	False
Ga1Sb0.25As0.75	False
Ga1Sb0.35As0.65	False
Ga1Sb0.3As0.7	False
Ga1Sb0.85As0.15	False
Ga1Sb0.8As0.2	False
Ga1Sb0.95As0.05	False
Ga1Sb0.99As0.01	False
Ga2(TeO3)3	False
Ga2Cu1S3.5	False
Ga2CuSe4	False
Ga2GePbSe6	False
Ga2GeTe3	False
Ga2HgS4	False
Ga2HgSe4	False
Ga2NiS4	True
Ga2O3	False
Ga2PbS4	False
Ga2PbSe4	False
Ga2S3	False
Ga2Se2O7	False
Ga2Se3	False
Ga2Si(AgS3)2	False
Ga2SiPbSe6	False
Ga2SnGeS6	False
Ga2Te3	False
Ga3CuSe5	False
Ga3CuTe5	False
Ga3Pt2	True
Ga3SiAg3Se8	False
Ga4Cu2Te7	False
Ga4PbS7	False
Ga4SnS7	False
Ga4SnSe7	False
Ga5Ge(PbS3)4	False
Ga5Ge(PbSe3)4	False
Ga5Pd13	True
Ga8Cu3Mo2	True
Ga9Rh2	True
GaAgGe3Se8	False
GaAgGe5Se12	False
GaAgGeS4	False
GaAgO2	False
GaAgS2	False
GaAgSe2	False
GaAgTe2	False
GaAs	False
GaAs2W	True
GaBi	False
GaBi25O39	False
GaCuGeSe4	False
GaCuO2	False
GaCuS2	False
GaCuSe2	False
GaCuTe2	False
GaFe3	True
GaFeNi2	True
GaGeTe	False
GaHSeO4	False
GaN	False
GaP	False
GaS	False
GaSb	False
GaSe	False
GaSiAgSe4	False
GaSiRu2	True
GaTc	False
GaTc2W	True
GaTe	False
Gd(CuS)3	False
Gd(CuSe)3	False
Gd(CuTe)3	False
Gd(InS2)3	False
Gd(NiGe)2	True
Gd(SiRu)2	True
Gd1.05Sc0.95Se3	False
Gd1.47Mn2.04In0.49S5	False
Gd1.87Lu2.13Se6	False
Gd1Mn1.95In1.05S5	False
Gd2(MoO4)3	False
Gd2(Zn2Ge)3	True
Gd2AlCo2	True
Gd2Mn4S7	False
Gd2O3	False
Gd2S3	False
Gd2Se3	False
Gd2Te3	False
Gd2Zn17	True
Gd2ZrS5	False
Gd3(AlNi3)2	True
Gd3.04Sc0.96S6	False
Gd3Al0.74Si0.7S7	False
Gd3Al7Ag2	True
Gd3Co11B4	True
Gd3ReO7	True
Gd3S4	True
Gd4GaSbS9	False
Gd6Ge2.5S14	False
Gd6Ta4Al43	True
GdAs	False
GdB(SbO4)2	False
GdB6	False
GdB66	False
GdCd2	True
GdCd4B3O10	False
GdGeRu	True
GdH2NO5	False
GdInIr	True
GdN	False
GdNiO3	True
GdO2	True
GdPbAu	True
GdSb	True
GdSbPd	True
GdScS3	False
GdSe2	True
GdTe	False
GdZn	True
GdZnIn	True
Ge(Bi3O5)4	False
Ge(SeO3)2	False
Ge(WO3)6	True
Ge0.01Pb0.99Se1	False
Ge0.01Te0.01Pb0.99Se0.99	False
Ge0.01Te0.99Pb0.99S0.01	False
Ge0.01Te1Pb0.99	False
Ge0.02Te0.98Pb0.98S0.02	False
Ge0.03Pb0.97Se0.97S0.03	False
Ge0.05Pb0.95Se0.95S0.05	False
Ge0.05Pb0.95Se1	False
Ge0.05Te0.95Pb0.95S0.05	False
Ge0.05Te1Pb0.95	False
Ge0.06Te0.06Pb0.94Se0.94	False
Ge0.15Pb0.85Se0.85S0.15	False
Ge0.15Te0.15Pb0.85Se0.85	False
Ge0.15Te1Pb0.85	False
Ge0.1Pb0.9Se0.9S0.1	False
Ge0.1Pb0.9Se1	False
Ge0.1Te1Pb0.9	False
Ge0.25Te1Pb0.75	False
Ge0.2Pb0.8Se1	False
Ge0.2Te0.2Pb0.8Se0.8	False
Ge0.2Te1Pb0.8	False
Ge0.39Te1Pb0.61	False
Ge0.3Pb0.7Se1	False
Ge0.3Te1Pb0.7	False
Ge0.41Te1Pb0.59	False
Ge0.4Te1Pb0.6	False
Ge2Os	True
Ge2Sb2Te5	False
Ge3Bi3O10.5	False
Ge3Ru2	False
Ge3Sb	True
Ge40Te5.3I8	False
Ge5(Te4As)2	True
GeAs	False
GeAs2	False
GeAs3	True
GeI2	False
GeO2	False
GeP	False
GePb2(SeO3)4	False
GePbS3	False
GePt2	True
GeRh	True
GeS	False
GeS2	False
GeSe	False
GeSe2	False
GeTe2	False
H2Se	True
H6Pt(I3O10)2	False
H7Se2NO6	False
HPbI3	True
Hf(CoSi)2	True
Hf(CuP)2	True
Hf(VGa2)2	True
Hf(VH2)2	True
Hf2Al3C4	True
Hf2Co4P3	True
Hf2Fe	True
Hf2Ge	True
Hf2Hg	True
Hf2MnIr	True
Hf2Ni	True
Hf2OsPd	True
Hf2ReRh	True
Hf2S	True
Hf2Si	True
Hf2Tl	True
Hf3(CuSi)4	True
Hf3(NiGe)4	True
Hf3P	True
Hf3P3Pd4	True
Hf3Sb	True
Hf3Zn3N	True
Hf4Al3	True
Hf4Co4Si7	True
Hf54Os17	True
Hf5CuPb3	True
Hf5Pb	True
Hf5Sb3	True
Hf5Sb9	True
Hf5Si4	True
Hf5Sn3	True
Hf5Sn4	True
Hf5Te4	True
Hf6PbO18	True
Hf7P4	True
HfAlPd2	True
HfAs2	True
HfAsRh	True
HfB	True
HfB4Ir3	True
HfC	True
HfCo3B2	True
HfFe2	True
HfGaCo2	True
HfHg4(AsCl3)2	False
HfHg4(PCl3)2	False
HfInCu2	True
HfNi5	True
HfO2	False
HfOs2	True
HfPt	True
HfS2	False
HfS3	False
HfSe2	False
HfSi	True
HfSiPt	True
HfTc	True
HfTiF6	True
HfTl3	True
HfVSi	True
HfZnNi2	True
Hg2Rh	True
Hg2Sb2O7	True
Hg3As	True
Hg3Bi2(SCl4)2	False
Hg3Bi2(TeCl4)2	False
Hg3C	True
Hg3PS3	False
Hg3PS4	False
Hg3Sb	True
Hg5AsS2I3	False
Hg7.5As4Cl6	False
Hg8Bi3As4Cl13	False
HgBr	False
HgBr2	False
HgBrCl	False
HgCl	False
HgCl2	False
HgI	False
HgIrO3	True
HgO	False
HgOsPb2	True
HgPS3	False
HgPt	True
HgPt3	True
HgRhO3	True
HgS	False
HgSe	False
HgTe	False
HgTeBr	False
HgTeI	False
Ho(BC)2	True
Ho(BiO3)2	True
Ho(CuO2)2	True
Ho(CuSe)3	False
Ho(CuTe)3	False
Ho(InS2)3	False
Ho(MnSn)6	True
Ho(NiB)2	True
Ho(SbO3)2	True
Ho(SiOs)2	True
Ho(SiPd)2	True
Ho(SiPt)2	True
Ho(SiRu)2	True
Ho10Si17	True
Ho2(MoO4)3	False
Ho2Au	True
Ho2B4C	True
Ho2Co17	True
Ho2CuRh	True
Ho2Ge5Rh3	True
Ho2GeS5	False
Ho2HfS5	False
Ho2O3	False
Ho2Pd2Pb	True
Ho2S3	False
Ho3AlC	True
Ho3GaC	True
Ho3Ge5	True
Ho3Hg	True
Ho3Ni19B10	True
Ho3P	True
Ho3Pd2	True
Ho4C7	True
Ho4Ga16Co3	True
Ho5(Ge5Rh2)2	True
Ho5Si4	True
HoAlAu2	True
HoAlB14	True
HoB2Rh3	True
HoB4	True
HoC2	True
HoCd	True
HoCd3	True
HoCdCu4	True
HoCo3	True
HoCu4Pd	True
HoGe	True
HoGeAu	True
HoInAu2	True
HoInPt	True
HoMg2	True
HoMgAu2	True
HoMgZn2	True
HoMn12	True
HoN	False
HoNiGe	True
HoSb2	True
HoSi	True
HoSiRu2C	True
HoTh3	True
HoTiGe	True
HoTiO3	True
HoTiSi	True
HoTlPd	True
HoZnRh	True
HoZnRh2	True
ICl2	True
In(MoSe)3	True
In(PS2)2	False
In(PSe2)2	False
In0.001Te1Pb0.999	False
In0.005Te1Pb0.995	False
In0.01Ga0.99As0.99P0.01	False
In0.01Ga0.99As1	False
In0.01Te1Pb0.99	False
In0.04Te1Pb0.96	False
In0.07Te1Pb0.93	False
In0.1Ga0.9As0.1P0.9	False
In0.1Ga0.9As0.9P0.1	False
In0.2Ga0.8As0.2P0.8	False
In0.2Ga0.8As0.8P0.2	False
In0.2Ga0.8As1	False
In0.3Ga0.7As0.3P0.7	False
In0.3Ga0.7As0.7P0.3	False
In0.3Ga0.7As1	False
In0.3Ga0.7P1	False
In0.4Ga0.6As0.4P0.6	False
In0.4Ga0.6As0.6P0.4	False
In0.4Ga0.6As1	False
In0.4Ga0.6P1	False
In0.4Ga1.6Cu1S3.5	False
In0.5Ga0.5As0.5P0.5	False
In0.5Ga0.5As1	False
In0.5Ga0.5P1	False
In0.6Ga0.4As0.6P0.4	False
In0.72Ga0.28As1	False
In0.7Ga0.3As0.3P0.7	False
In0.8Ga0.2As0.2P0.8	False
In0.8Ga0.2As0.8P0.2	False
In0.8Ga0.2As1	False
In0.99Ga0.01As0.01P0.99	False
In0.99Ga0.01As0.99P0.01	False
In0.9Ga0.1As0.1P0.9	False
In0.9Ga0.1As0.9P0.1	False
In1.01Cu0.99Se2.01	False
In1.05Cu0.95Se2.05	False
In1.1Cu0.9Se2.1	False
In1.3Cu0.7Se2.3	False
In1.5Cu0.5Se2.5	False
In1.65Cu0.35Se2.65	False
In1.6Cu0.4Se2.6	False
In1.6Ga0.4Cu1S3.5	False
In1.7Cu0.3Se2.7	False
In1.85Cu0.15Se2.85	False
In1.8Cu0.2Se2.8	False
In1.99Cu0.01Se2.99	False
In1.9Cu0.1Se2.9	False
In11.3Bi14.7S38	False
In11Cu9Se20	True
In1Ag1.75Sb5.75Se11	False
In1Ga1Cu1S3.5	False
In1Hg4As2.5Br3.5	False
In1Sb0.01As0.99	False
In1Sb0.1As0.9	False
In1Sb0.2As0.8	False
In1Sb0.3As0.7	False
In1Sb0.4As0.6	False
In1Sb0.5As0.5	False
In1Sb0.6As0.4	False
In1Sb0.7As0.3	False
In1Sb0.8As0.2	False
In1Sb0.99As0.01	False
In1Sb0.9As0.1	False
In2As2Cl2O5	False
In2B(PO4)3	False
In2Bi3Se7I	False
In2Co	True
In2Cu1S3.5	False
In2FeSe4	False
In2GeTe3	False
In2Hg6(P2Cl3)3	False
In2HgS4	False
In2HgSe4	False
In2HgTe4	False
In2O3	False
In2Pt	True
In2S3	False
In2Se	False
In2Se2O7	False
In2Se3	False
In2Te	False
In3AgTe5	False
In3Au10	True
In3Bi7(Pb2S9)2	True
In3CuS5	False
In3CuSe5	False
In3CuTe5	False
In3Pd5	True
In3Sb	True
In4As5(BrO4)3	False
In4Bi3S10	False
In4Cu2Te7	False
In4S5	False
In4Se3	False
In4Te3	False
In5AgS8	False
In5AgTe8	False
In5CuS8	False
In5Se6	False
In6S7	False
In6Se7	False
In9AgTe14	False
InAg3	True
InAgO2	False
InAgS2	False
InAgSe2	False
InAgTe2	False
InAs	False
InAsI	False
InAu3	True
InBi2S4Br	False
InBi2S4Cl	False
InBi2Se4Br	False
InCuGeSe4	False
InCuS2	False
InCuSe2	False
InCuTe2	False
InFe2CuSe4	True
InHg7S6Cl5	False
InHgW2	True
InN	False
InP	False
InPS4	False
InPt	True
InPt3C	True
InS	False
InSb	False
InSb2S4Br	False
InSb2S4Cl	False
InSb2Se4Br	False
InSe	False
InSiIr	True
InSiTe3	True
InSn2As2Se	False
InSnAsSe	False
Ir0.67S2	False
Ir0.67Se2	False
IrPb	True
IrS2	False
IrSe2	False
IrSeS	False
K(CoSe)2	True
K(FeAs)2	True
K(GeSe2)2	False
K(OsO3)2	True
K0.8Sn2Hg1.2S8	False
K1.25Bi7.25Pb3.5Se15	False
K1.46Sn3.09Bi7.45Se15	False
K1.83Cd1.83Bi2.17S6	False
K10Co4Sn4S17	False
K10Fe4Sn4S17	False
K10Mn4Sn4S17	False
K10Sn3(PSe3)8	False
K10Zn4Ge4S17	False
K10Zn4Sn4S17	False
K11Mn4O16	True
K2.15Sb8.15Pb1.7Se15	False
K2Ag3Sb3S7	False
K2AgSnSe4	False
K2Al2B2O7	False
K2Au(IO3)5	False
K2B10H9O	True
K2BaNb2S11	False
K2Bi8Se13	False
K2Cd(PSe3)2	False
K2Cd2Te3	False
K2Cd3S4	False
K2Cd3Se4	False
K2Cd3Te4	False
K2Ce(PO4)2	False
K2Dy2Ti3O10	False
K2FeGe3Se8	False
K2Ga3CuSe6	False
K2Gd2Sb2Se9	False
K2Gd2Ti3O10	False
K2Ge2PbS6	False
K2Ge3(BO5)2	False
K2Hg(PSe3)2	False
K2Hg3(GeS4)2	False
K2Hg3Se1.31S2.69	False
K2Hg3Se2.97S1.03	False
K2Ho4Cu4S9	False
K2In2P3Se10	False
K2In3AgSe6	False
K2In3CuSe6	False
K2La2Sb2S9	False
K2La2Ti3O10	False
K2Mn(SnSe3)2	False
K2Mn3S4	True
K2MnSnSe4	False
K2Mo2Se2O11	False
K2NbCuS4	False
K2NbCuSe4	False
K2NbO6	True
K2Nd2Ti3O10	False
K2PAuS4	False
K2PdSe10	False
K2RbSb	False
K2ReH9	False
K2RuCl6	True
K2S	False
K2Sb8Se3	False
K2Se	False
K2Sm2Ti3O10	False
K2SmP2S7	False
K2Sn(AuS2)2	False
K2Sn2Hg3S8	False
K2Sn3(SbS5)2	False
K2Ta15O32	False
K2Te	False
K2TeI6	False
K2Th(CuS2)2	False
K2Ti(CuS2)2	False
K2VAgS4	False
K2VCuS4	False
K2Zn(SnSe3)2	False
K2ZnSn3S8	False
K2ZnTe2	False
K3(FeS2)2	True
K3B6ClO10	False
K3Bi2I9	False
K3Cd(BO2)5	False
K3Cr2(PS4)3	False
K3Ga3Ge7S20	False
K3Ga3Ge7Se20	False
K3Hg	True
K3LiNb6O15	True
K3NaSn3Se8	False
K3Nb2AsSe11	False
K3Sm(AsS4)2	False
K3Sn	True
K3Ta2AsS11	False
K3Ta2AsSe11	False
K3Th2Cu3S7	False
K3Ti2P5S18	False
K3UF3	True
K3V	True
K4(ZrSe5)3	False
K4Ag9(SbS3)4	False
K4Al4Si19	False
K4C2O3	True
K4Ce3Sn3S14	False
K4Ga4Si19	False
K4Ge(PSe3)4	False
K4GeS4	False
K4GeSe4	False
K4Hf3Se14	False
K4Nb2S11	False
K5In3P6Se19	False
K6Cd4Sn3Se13	False
K6CdTe4	False
K6Ta1.03Nb2.97S25	False
K6Ta2.93Nb1.07S22	False
K6Yb3(PS4)5	False
K8Ce2I18O53	False
K8N3O	True
K9Bi13S24	False
KAg2	True
KAg2AsS3	False
KAg2PS4	False
KAg2SbS3	False
KAg2SbS4	False
KAgAsS2	False
KAgF3	True
KAgO	True
KAlGeS4	False
KAsSe2	False
KAu(IO3)4	False
KB5PbO9	False
KBaAsSe3	False
KBaB5O9	False
KBaSbSe3	False
KBi2	True
KBi3S5	False
KBiO3	True
KBiS2	False
KBiSe2	False
KBr	False
KC60	True
KCd4Ga5Se12	False
KCeSe4	False
KCl	False
KCoO2	True
KCu2BiS3	False
KCu2SbS3	False
KCu3S2	False
KCu4AsS4	False
KCuPO4	True
KCuSnS3	False
KCuSnSe3	False
KEuAsS4	False
KEuS2	True
KF	False
KFe2BiO5	False
KFeCuTe2	False
KGaSe2	False
KGaSnSe4	False
KH(CN2)3	True
KH3(SeO3)2	False
KHg	True
KHg11	True
KHg2	True
KI	False
KIO3	False
KIn(TeO3)2	False
KInGeS4	False
KInS2	False
KInSe2	False
KInSnS4	False
KLi(WO3)3	True
KLiCO3	False
KLu	True
KMo6S7	True
KNa2Sb	False
KNb2O5	True
KNb2Se	True
KNb3(SeO6)2	False
KNb3(TeO6)2	False
KNbSe2O7	False
KP(HO2)2	False
KPAu5S8	False
KPPbO4	False
KPSe3	False
KPSe6	False
KRbBi8Se13	False
KRuO4	True
KSb	False
KSb(SO4)2	False
KSb5S8	False
KSbS2	False
KSbSe2	False
KSc(SeO3)2	False
KScO3	True
KSi2P3	False
KSiBiS4	False
KSm2CuS4	False
KSnAuS3	False
KSnAuSe3	False
KTa3(TeO6)2	False
KTa3CuO9	True
KTaO3	False
KTbSe4	False
KTeP2	False
KThCuS3	False
KTi2F7	False
KTi5Se8	True
KTiPO5	False
KTm	True
KUClO3	False
KUCuSe3	True
KV2I3O13	False
KV4Ag11O16	False
KV6O11	True
KY(TeO3)2	False
KYb2F7	True
KYbSe2	True
KZn4(BO3)3	False
KZrPSe6	False
La(FeAs3)4	True
La(In2Au)2	True
La(InS2)3	False
La(Ni2B)6	True
La(PRu)2	True
La(SiOs)2	True
La(SiRu)2	True
La1.86Tb1.14Ga1.67S7	False
La10Mn9O30	True
La10Se14O	False
La10Si8O3	True
La16Mn15O48	True
La1Se0.14S1.86	False
La2.1Bi5.9Pb2S14	False
La20Cu9O40	True
La20Mo12Cl4O63	False
La2B4Rh5	True
La2CuO4	True
La2Fe(SeO)2	False
La2Fe2I	True
La2Ga0.33Sb1S5	False
La2Ga2GeS8	False
La2Ge2Se7	False
La2Ge5Ir3	True
La2Ge5Rh3	True
La2GeSe5	False
La2HfS5	False
La2In	True
La2Mn(SeO)2	False
La2MnNiO6	False
La2MoO5	False
La2Nb2N2O5	True
La2Ni5B4	True
La2O3	False
La2PC	True
La2PI2	True
La2PdO4	True
La2Pr2O7	True
La2Rh7	True
La2S3	False
La2Se3	False
La2Si5Rh3	True
La2Sn5Rh3	True
La2TiCoO6	False
La2V2IO9	False
La2VCoO6	False
La2VNiO6	False
La2YbCuS5	False
La2YbCuSe5	False
La2Zn(SeO)2	False
La2ZrS5	False
La3(BN2)2	True
La3(OsO5)2	True
La3(ReO5)2	True
La3AlN	True
La3CuGeSe7	False
La3Ga1Ge0.5S7	False
La3GaCuSe7	False
La3Ge3Br2	True
La3In1Ge0.5S7	False
La3LuSe6	False
La3Mg0.5Sn1S14	False
La3Mo4O16F	False
La3NiBr3	True
La3Si1Sb0.33S7	False
La3Si1Sb0.33Se7	False
La3Te4	False
La3ZrSb5	True
La4Cd4In2S13	False
La4Co3O10	True
La4Fe(SbS5)2	False
La4Fe(SbSe5)2	False
La4In5S13	True
La4InSbS9	False
La4InSbSe9	False
La5Cu6.33S7O4	False
La5In3(S3O)3	False
La5SmS8	True
La5YbS8	True
La6Sb4(SO4)3	False
La8Mn7O24	True
La8Sb2S15	False
LaAl12O19	True
LaAl4	True
LaAl4Co	True
LaB6	False
LaBPt3	True
LaBeB3O7	False
LaBiAu2	True
LaCd2	True
LaCdAg2	True
LaCdAu	True
LaCu6	True
LaCuSO	False
LaCuSeO	False
LaCuTeO	False
LaF3	False
LaGa	True
LaGa3Pd2	True
LaGaO3	False
LaGaS3	False
LaGeI	True
LaH2	True
LaH2NO5	False
LaHg	True
LaIn	True
LaIn2Ir	True
LaIn5Ir	True
LaInS2O	False
LaMg(FeO3)2	True
LaMg2H7Pd	False
LaMg3	True
LaNbN2O	False
LaP	False
LaP3	True
LaPd3S4	True
LaPt5	True
LaRe2Ag	True
LaReB	True
LaSb	False
LaScSi	True
LaSi	True
LaSi2	False
LaSi2Ru	True
LaSn3Ru	True
LaTaN2O	False
LaTb3	True
LaV	True
LaVI5O16	False
