,n,theta,r,t,toughness
698,6,200,1.5,1.05,15.63951464
699,6,175,2.4,1.4,14.4047196
700,6,175,2.4,1.4,14.50308112
701,6,175,2.4,1.4,18.2698049
702,6,175,2.4,1.05,16.38889589
703,6,175,2.4,1.05,18.6453617
704,6,175,2.4,1.05,17.88724908
705,6,175,2.4,0.7,22.93310771
706,6,175,2.4,0.7,20.67206613
707,6,175,2.4,0.7,22.75940737
708,6,175,2.2,1.4,13.48899982
709,6,175,2.2,1.4,12.40292786
710,6,175,2.2,1.4,16.37818041
711,6,175,2.2,1.05,19.70686035
712,6,175,2.2,1.05,19.31625969
713,6,175,2.2,1.05,17.07134424
714,6,175,2.2,0.7,21.11426736
715,6,175,2.2,0.7,19.72507122
716,6,175,2.2,0.7,19.21437316
717,6,175,2.0,1.4,18.38228342
718,6,175,2.0,1.4,16.31177215
719,6,175,2.0,1.4,20.57800408
720,6,175,2.0,1.05,17.5264161
721,6,175,2.0,1.05,17.30324628
722,6,175,2.0,1.05,17.13837747
723,10,0,2.5,0.7,1.8790985
724,10,0,2.5,0.7,32.49767929
725,10,0,2.5,0.7,2.17018344
726,6,175,2.0,0.7,18.03436356
727,6,175,2.0,0.7,17.10096512
728,6,175,2.0,0.7,18.57465277
729,6,175,1.8,1.4,20.35152813
730,6,175,1.8,1.4,22.86955112
731,6,175,1.8,1.4,28.19387442
732,6,175,1.8,1.05,18.12488509
733,6,175,1.8,1.05,17.10172416
734,6,175,1.8,1.05,17.38876143
735,6,175,1.8,0.7,16.25303968
736,6,175,1.8,0.7,16.17696459
737,6,175,1.8,0.7,15.6975907
738,6,175,1.6,1.4,16.86847969
739,6,175,1.6,1.4,4.48566731
740,6,175,1.6,1.4,18.26674629
741,6,175,1.6,1.05,20.1909625
742,6,175,1.6,1.05,23.82705059
743,6,175,1.6,1.05,19.34627319
744,6,175,1.6,0.7,14.9117021
745,6,175,1.6,0.7,14.39788533
746,6,175,1.6,0.7,15.46033752
747,12,0,2.5,0.7,1.600953855
748,12,0,2.5,0.7,1.51381865
749,12,0,2.5,0.7,32.83765951
750,12,0,2.1,0.7,2.53720665
751,12,0,2.1,0.7,8.205917015
752,12,0,2.1,0.7,2.102801175
753,6,150,2.5,1.4,20.43322464
754,6,150,2.5,1.4,17.82099566
755,6,150,2.5,1.4,16.39896448
756,6,150,2.5,1.05,18.51341047
757,6,150,2.5,1.05,18.11758006
758,6,150,2.5,1.05,20.4220484
759,6,150,2.3,1.4,18.03172451
760,6,150,2.3,1.4,14.86324414
761,6,150,2.3,1.4,15.50390773
762,8,50,2.3,1.05,5.279049785
763,8,50,2.3,1.05,6.793946615
764,8,50,2.3,1.05,19.8553271
765,6,150,2.3,1.05,19.91431001
766,6,150,2.3,1.05,18.46880396
767,6,150,2.3,1.05,17.35029167
768,12,200,2.3,0.7,41.87429944
769,12,200,2.3,0.7,34.8912318
770,12,200,2.3,0.7,32.63826111
771,12,175,2.4,0.7,34.33571139
772,12,175,2.4,0.7,36.03900898
773,12,175,2.4,0.7,34.65747253
774,6,150,2.3,0.7,18.49939449
775,6,150,2.3,0.7,14.02922575
776,6,150,2.3,0.7,17.37752817
777,12,150,2.5,0.7,32.54542221
778,12,150,2.5,0.7,33.55520108
779,12,150,2.5,0.7,32.94164965
780,6,150,2.1,1.05,18.51288508
781,6,150,2.1,1.05,17.20666344
782,6,150,2.1,1.05,16.99550773
783,8,0,2.3,1.05,2.185516945
784,8,0,2.3,1.05,1.757085215
785,8,0,2.3,1.05,1.61534906
786,12,175,2.2,0.7,32.58077756
787,12,175,2.2,0.7,31.34408471
788,12,175,2.2,0.7,31.41051358
789,6,150,2.1,0.7,16.41042719
790,6,150,2.1,0.7,14.95439099
791,6,150,2.1,0.7,14.10560919
792,10,0,2.3,0.7,37.2159395
793,10,0,2.3,0.7,2.030986995
794,10,0,2.3,0.7,8.552942635
795,6,150,1.9,1.4,19.00199987
796,6,150,1.9,1.4,17.5141618
797,6,150,1.9,1.4,16.0481957
798,6,150,1.9,1.05,15.55778051
799,6,150,1.9,1.05,16.20815219
800,6,150,1.9,1.05,15.59957872
801,6,150,1.9,0.7,1.27661952
802,6,150,1.9,0.7,0.537630855
803,6,150,1.9,0.7,0.862449755
804,6,150,1.7,1.4,16.19996728
805,6,150,1.7,1.4,19.47943298
806,6,150,1.7,1.4,19.01081895
807,10,50,2.5,0.7,35.44502725
808,10,50,2.5,0.7,29.85900814
809,10,50,2.5,0.7,17.63498946
810,6,150,1.7,1.05,1.247425855
811,6,150,1.7,1.05,14.79832094
812,6,150,1.7,1.05,15.54963513
813,6,150,1.7,0.7,13.11436394
814,6,150,1.7,0.7,1.01669435
815,6,150,1.7,0.7,0.88429715
816,6,150,1.5,1.4,1.241250395
817,6,150,1.5,1.4,17.35790708
818,6,150,1.5,1.4,18.74742944
819,6,150,1.5,1.05,0.73339565
820,6,150,1.5,1.05,0.937172305
821,6,150,1.5,1.05,0.91101892
822,6,150,1.5,0.7,0.9721676
823,6,150,1.5,0.7,0.735884685
824,6,150,1.5,0.7,0.720294875
825,6,125,2.4,1.4,11.64011261
826,6,125,2.4,1.4,21.97821605
827,6,125,2.4,1.4,20.38441493
828,6,125,2.4,1.05,18.50428299
829,6,125,2.4,1.05,18.76875767
830,6,125,2.4,1.05,17.71837793
831,6,125,2.4,0.7,24.20558826
832,6,125,2.4,0.7,22.96424488
833,6,125,2.4,0.7,21.46815411
834,12,150,2.1,0.7,30.30987612
835,12,150,2.1,0.7,30.01685387
836,12,150,2.1,0.7,28.81046509
837,6,125,2.2,1.4,20.73650342
838,6,125,2.2,1.4,24.61952226
839,6,125,2.2,1.4,19.21279802
840,12,150,2.3,0.7,32.24994845
841,12,150,2.3,0.7,30.81267184
842,12,150,2.3,0.7,33.72884771
843,6,125,2.2,1.05,14.11770208
844,6,125,2.2,1.05,18.51707968
845,6,125,2.2,1.05,18.72782356
846,10,50,2.3,0.7,21.43247518
847,10,50,2.3,0.7,25.46623344
848,10,50,2.3,0.7,18.80038505
849,6,125,2.2,0.7,16.74357002
850,6,125,2.2,0.7,20.49097717
851,6,125,2.2,0.7,20.71585045
852,6,125,2.0,1.4,18.91401758
853,6,125,2.0,1.4,15.76786807
854,6,125,2.0,1.4,16.97832826
855,12,125,2.0,0.7,32.82589566
856,12,125,2.0,0.7,33.82786567
857,12,125,2.0,0.7,31.47662584
858,12,125,2.2,0.7,34.05089677
859,12,125,2.2,0.7,32.78833207
860,12,125,2.2,0.7,32.43359398
861,12,125,2.4,0.7,35.46253183
862,12,125,2.4,0.7,35.76095873
863,12,125,2.4,0.7,37.54951294
864,6,125,2.0,1.05,17.48321147
865,6,125,2.0,1.05,17.50446985
866,6,125,2.0,1.05,18.96923443
867,6,125,2.0,0.7,0.93520637
868,6,125,2.0,0.7,1.64178562
869,6,125,2.0,0.7,1.39624755
870,6,125,1.8,1.4,13.35430999
871,6,125,1.8,1.4,2.021798275
872,6,125,1.8,1.4,13.68365648
873,6,125,1.8,1.05,19.82673045
874,6,125,1.8,1.05,14.75259793
875,6,125,1.8,1.05,13.82702867
876,12,50,2.1,0.7,30.82322728
877,12,50,2.1,0.7,9.29026404
878,12,50,2.1,0.7,8.43442134
879,6,125,1.8,0.7,0.92180845
880,6,125,1.8,0.7,13.29645001
881,6,125,1.8,0.7,0.71230218
882,6,125,1.6,1.4,1.077183595
883,6,125,1.6,1.4,1.07172349
884,6,125,1.6,1.4,13.9894676
885,6,125,1.6,1.05,1.25473141
886,6,125,1.6,1.05,1.96536155
887,6,125,1.6,1.05,13.05591221
888,6,125,1.6,0.7,1.4166949
889,6,125,1.6,0.7,1.58774253
890,6,125,1.6,0.7,1.085871695
891,6,100,2.5,1.4,23.2304953
892,6,100,2.5,1.4,21.9617933
893,6,100,2.5,1.4,19.59464177
894,6,100,2.5,1.05,19.19430635
895,6,100,2.5,1.05,19.53450837
896,6,100,2.5,1.05,20.04377174
897,6,100,2.5,0.7,20.8723812
898,6,100,2.5,0.7,20.82913473
899,6,100,2.5,0.7,22.08445189
900,8,25,2.2,1.05,16.83781416
901,8,25,2.2,1.05,28.66445513
902,8,25,2.2,1.05,29.72036515
903,6,100,2.3,1.4,17.49456493
904,6,100,2.3,1.4,14.64180982
905,6,100,2.3,1.4,16.11451264
906,6,100,2.3,1.05,18.3145061
907,6,100,2.3,1.05,16.70905174
908,6,100,2.3,1.05,14.43700693
909,6,100,2.3,0.7,19.72634797
910,6,100,2.3,0.7,16.99064027
911,6,100,2.3,0.7,17.90994853
912,12,125,2.4,1.4,1.78455199
913,12,125,2.4,1.4,2.37460567
914,12,125,2.4,1.4,22.13553289
915,6,100,2.1,1.05,14.0173637
916,6,100,2.1,1.05,13.92808819
917,6,100,2.1,1.05,14.89652844
918,12,75,2.0,0.7,21.58189617
919,12,75,2.0,0.7,17.19897909
920,12,75,2.0,0.7,24.55175934
921,6,100,2.1,0.7,16.77800679
922,6,100,2.1,0.7,1.67980929
923,6,100,2.1,0.7,13.02767408
924,6,100,1.9,1.4,13.84331533
925,6,100,1.9,1.4,13.56843395
926,6,100,1.9,1.4,13.77882286
927,6,100,1.9,1.05,1.874484205
928,6,100,1.9,1.05,2.571962555
929,6,100,1.9,1.05,12.41231281
930,12,100,1.9,0.7,30.06304252
931,12,100,1.9,0.7,18.6692565
932,12,100,1.9,0.7,18.74793491
933,10,75,2.4,0.7,26.05758587
934,10,75,2.4,0.7,25.08406986
935,10,75,2.4,0.7,18.19590629
936,6,100,1.9,0.7,2.248745235
937,6,100,1.9,0.7,1.657600975
938,6,100,1.9,0.7,1.230991015
939,6,100,1.7,1.4,1.83067924
940,6,100,1.7,1.4,2.522915755
941,6,100,1.7,1.4,9.27425569
942,6,100,1.7,1.05,2.639451635
943,6,100,1.7,1.05,1.58847147
944,6,100,1.7,1.05,2.608886545
945,6,100,1.7,0.7,2.42913609
946,6,100,1.7,0.7,1.86839673
947,6,100,1.7,0.7,2.458336485
948,10,25,2.2,1.05,16.47586264
949,10,25,2.2,1.05,29.47288901
950,10,25,2.2,1.05,8.484391765
951,6,100,1.5,1.4,1.74145084
952,6,100,1.5,1.4,1.667230665
953,6,100,1.5,1.4,1.55379982
954,6,100,1.5,1.05,2.038989845
955,6,100,1.5,1.05,0.929859555
956,6,100,1.5,1.05,1.766962485
957,6,100,1.5,0.7,1.761419435
958,6,100,1.5,0.7,1.043984375
959,6,100,1.5,0.7,1.297602915
960,6,75,2.4,1.4,17.76211779
961,6,75,2.4,1.4,16.50240024
962,6,75,2.4,1.4,18.85629444
963,10,25,2.2,0.7,28.61980338
964,10,25,2.2,0.7,26.9895793
965,10,25,2.2,0.7,23.76283092
966,6,200,1.5,1.4,20.22036666
967,6,200,1.5,1.4,17.34488347
968,6,200,1.5,1.4,20.37627403
969,6,75,2.4,1.05,4.68270893
970,6,75,2.4,1.05,6.161012775
971,6,75,2.4,1.05,19.44473814
972,6,75,2.4,0.7,2.414646575
973,6,75,2.4,0.7,2.74980348
974,6,75,2.4,0.7,3.55753965
975,6,75,2.2,1.4,1.245206375
976,6,75,2.2,1.4,17.23894601
977,6,75,2.2,1.4,11.99178691
978,6,75,2.2,1.05,13.167347
979,6,75,2.2,1.05,3.764273615
980,6,75,2.2,1.05,4.35728777
981,6,75,2.2,0.7,2.28417177
982,6,75,2.2,0.7,2.43745487
983,6,75,2.2,0.7,3.738256045
984,12,100,2.1,0.7,40.47378346
985,12,100,2.1,0.7,26.18295304
986,12,100,2.1,0.7,37.41047273
987,6,75,2.0,1.4,14.5440842
988,6,75,2.0,1.4,2.47596343
989,6,75,2.0,1.4,4.505327385
990,6,75,2.0,1.05,1.844288285
991,6,75,2.0,1.05,1.93924519
992,6,75,2.0,1.05,2.33812806
993,6,75,2.0,0.7,0.70437207
994,6,75,2.0,0.7,1.450135035
995,6,75,2.0,0.7,1.16090386
996,6,75,1.8,1.4,1.307267365
997,6,75,1.8,1.4,2.12653032
998,6,75,1.8,1.4,0.764132035
999,6,75,1.8,1.05,0.955209465
1000,6,75,1.8,1.05,0.368262385
1001,6,75,1.8,1.05,0.737498875
1002,6,75,1.8,0.7,0.49796538
1003,6,75,1.8,0.7,0.85857833
1004,6,75,1.8,0.7,0.874340925
1005,12,25,2.0,0.7,29.74137126
1006,12,25,2.0,0.7,8.574036075
1007,12,25,2.0,0.7,12.52197107
1008,6,75,1.6,1.4,1.129298705
1009,6,75,1.6,1.4,1.259409195
1010,6,75,1.6,1.4,1.690187665
1011,6,75,1.6,1.05,0.62222879
1012,6,75,1.6,1.05,1.00228558
1013,6,75,1.6,1.05,0.74635778
1014,6,75,1.6,0.7,0.56218211
1015,6,75,1.6,0.7,0.316275755
1016,6,75,1.6,0.7,0.421248255
1017,6,50,2.5,1.4,8.263866695
1018,6,50,2.5,1.4,10.29284302
1019,6,50,2.5,1.4,21.12649344
1020,6,50,2.5,1.05,23.65177359
1021,6,50,2.5,1.05,22.65485255
1022,6,50,2.5,1.05,24.14959018
1023,6,50,2.5,0.7,6.389414035
1024,6,50,2.5,0.7,8.01391438
1025,6,50,2.5,0.7,6.19458219
1026,12,75,2.2,0.7,35.79146501
1027,12,75,2.2,0.7,19.73401949
1028,12,75,2.2,0.7,33.17701842
1029,6,50,2.3,1.4,10.26593447
1030,6,50,2.3,1.4,17.49258419
1031,6,50,2.3,1.4,5.749600085
1032,6,50,2.3,1.05,8.36155203
1033,6,50,2.3,1.05,4.08230125
1034,6,50,2.3,1.05,8.212267235
1035,6,50,2.3,0.7,3.208368345
1036,6,50,2.3,0.7,4.73968986
1037,6,50,2.3,0.7,6.059289655
1038,12,100,2.3,0.7,40.29737022
1039,12,100,2.3,0.7,34.90977982
1040,12,100,2.3,0.7,38.84055602
1041,6,50,2.1,1.4,4.324624925
1042,6,50,2.1,1.4,4.59804905
1043,6,50,2.1,1.4,3.74722125
1044,6,50,2.1,1.05,4.159978755
1045,6,50,2.1,1.05,4.046561015
1046,6,50,2.1,1.05,2.592669905
1047,6,50,2.1,0.7,16.00978343
1048,6,50,2.1,0.7,4.20246107
1049,6,50,2.1,0.7,3.17734853
1050,6,50,1.9,1.4,3.17129197
1051,6,50,1.9,1.4,1.64671733
1052,6,50,1.9,1.4,2.720035715
1053,6,50,1.9,1.05,1.733336745
1054,6,50,1.9,1.05,2.433453355
1055,6,50,1.9,1.05,1.898873585
1056,6,50,1.9,0.7,1.670555225
1057,6,50,1.9,0.7,2.180233015
1058,6,50,1.9,0.7,1.31915937
1059,6,50,1.7,1.4,1.22887476
1060,6,50,1.7,1.4,0.890335145
1061,6,50,1.7,1.4,1.47492584
1062,6,50,1.7,1.05,1.856575375
1063,6,50,1.7,1.05,1.279980775
1064,6,50,1.7,1.05,1.78397391
1065,6,50,1.7,0.7,1.280064085
1066,6,50,1.7,0.7,1.019549845
1067,6,50,1.7,0.7,0.857033345
1068,10,25,2.4,0.7,40.1337563
1069,10,25,2.4,0.7,40.29677286
1070,10,25,2.4,0.7,31.26961212
1071,6,50,1.5,1.4,0.600585055
1072,6,50,1.5,1.4,0.724918585
1073,6,50,1.5,1.4,0.615132955
1074,6,50,1.5,1.05,0.80713156
1075,6,50,1.5,1.05,0.780913535
1076,6,50,1.5,1.05,0.77442139
1077,6,50,1.5,0.7,0.911408525
1078,6,50,1.5,0.7,0.581434425
1079,6,50,1.5,0.7,0.503617945
1080,12,100,2.5,0.7,40.6362777
1081,12,100,2.5,0.7,37.66667776
1082,12,100,2.5,0.7,39.42386505
1083,6,25,2.4,1.4,2.401968915
1084,6,25,2.4,1.4,24.38383386
1085,6,25,2.4,1.4,2.25998876
1086,6,25,2.4,1.05,25.05585347
1087,6,25,2.4,1.05,14.64715217
1088,6,25,2.4,1.05,11.42302692
1089,6,25,2.4,0.7,9.40534553
1090,6,25,2.4,0.7,14.67360446
1091,6,25,2.4,0.7,18.73687729
1092,12,75,2.4,0.7,43.14528141
1093,12,75,2.4,0.7,45.48213759
1094,12,75,2.4,0.7,41.35446994
1095,6,25,2.2,1.4,7.91761853
1096,6,25,2.2,1.4,8.14951516
1097,6,25,2.2,1.4,4.150184395
1098,6,25,2.2,1.05,10.57081004
1099,6,25,2.2,1.05,11.05566429
1100,6,25,2.2,1.05,7.9235667
1101,6,25,2.2,0.7,5.9481448
1102,6,25,2.2,0.7,7.4399274
1103,6,25,2.2,0.7,12.36841071
1104,6,25,2.0,1.4,5.21743359
1105,6,25,2.0,1.4,5.22735781
1106,6,25,2.0,1.4,6.44899864
1107,6,25,2.0,1.05,4.80682388
1108,6,25,2.0,1.05,4.69724476
1109,6,25,2.0,1.05,2.940354025
1110,6,25,2.0,0.7,4.561826505
1111,6,25,2.0,0.7,4.76432071
1112,6,25,2.0,0.7,3.88626849
1113,6,25,1.8,1.4,3.181724645
1114,6,25,1.8,1.4,2.73639597
1115,6,25,1.8,1.4,2.45040998
1116,6,25,1.8,1.05,2.725128695
1117,6,25,1.8,1.05,3.318807365
1118,6,25,1.8,1.05,4.24364418
1119,6,25,1.8,0.7,2.77622403
1120,6,25,1.8,0.7,2.30229922
1121,6,25,1.8,0.7,1.504651125
1122,12,50,2.5,0.7,35.85667806
1123,12,50,2.5,0.7,33.0137716
1124,12,50,2.5,0.7,35.87166052
1125,6,25,1.6,1.4,1.464165225
1126,6,25,1.6,1.4,2.359961675
1127,6,25,1.6,1.4,1.696675845
1128,12,0,2.3,0.7,1.596147205
1129,12,0,2.3,0.7,1.80559346
1130,12,0,2.3,0.7,21.10118362
1131,6,25,1.6,1.05,1.901228995
1132,6,25,1.6,1.05,1.67985751
1133,6,25,1.6,1.05,1.83385039
1134,6,25,1.6,0.7,1.321202445
1135,6,25,1.6,0.7,1.45386602
1136,6,25,1.6,0.7,2.09663152
1137,6,0,2.5,1.4,1.724510655
1138,6,0,2.5,1.4,1.921319615
1139,6,0,2.5,1.4,36.25217858
1140,12,0,1.5,1.4,1.879645105
1141,12,0,1.5,1.4,2.22740741
1142,12,0,1.5,1.4,1.94721929
1143,12,50,2.3,0.7,33.47814198
1144,12,50,2.3,0.7,17.4591797
1145,12,50,2.3,0.7,11.1407421
1146,6,0,2.5,1.05,27.71493771
1147,6,0,2.5,1.05,30.27901031
1148,6,0,2.5,1.05,11.31234055
1149,6,0,2.5,0.7,27.27353061
1150,6,0,2.5,0.7,24.97148829
1151,6,0,2.5,0.7,30.26843881
1152,6,0,2.3,1.4,2.18745377
1153,6,0,2.3,1.4,1.90549201
1154,6,0,2.3,1.4,2.02903116
1155,6,0,2.3,1.05,11.98794863
1156,6,0,2.3,1.05,23.58202299
1157,6,0,2.3,1.05,32.23955734
1158,6,0,2.3,0.7,22.63629481
1159,6,0,2.3,0.7,21.77185393
1160,6,0,2.3,0.7,5.017847775
1161,6,0,2.1,1.4,2.06551135
1162,6,0,2.1,1.4,7.22210682
1163,6,0,2.1,1.4,7.735849185
1164,6,0,2.1,1.05,7.63448638
1165,6,0,2.1,1.05,9.14252845
1166,6,0,2.1,1.05,6.771103375
1167,6,0,2.1,0.7,6.113001335
1168,6,0,2.1,0.7,17.24322518
1169,6,0,2.1,0.7,17.42102897
1170,6,0,1.9,1.4,5.13711498
1171,6,0,1.9,1.4,4.685755775
1172,6,0,1.9,1.4,6.652394795
1173,6,0,1.9,1.05,6.545940435
1174,6,0,1.9,1.05,4.861726245
1175,6,0,1.9,1.05,2.966058095
1176,6,0,1.7,1.4,2.661723075
1177,6,0,1.7,1.4,2.61173793
1178,6,0,1.7,1.4,2.328659075
1179,6,0,1.7,1.05,3.748405035
1180,6,0,1.7,1.05,2.907952235
1181,6,0,1.7,1.05,2.933434265
1182,12,25,2.2,0.7,46.13158384
1183,12,25,2.2,0.7,33.4553499
1184,12,25,2.2,0.7,37.68724288
1185,6,0,1.7,0.7,3.64273758
1186,6,0,1.7,0.7,2.57058053
1187,6,0,1.7,0.7,3.09425671
1188,12,25,2.4,0.7,50.29350783
1189,12,25,2.4,0.7,32.15487672
1190,12,25,2.4,0.7,50.83130521
1191,6,0,1.5,1.4,1.144337785
1192,6,0,1.5,1.4,1.22198518
1193,6,0,1.5,1.4,1.66416987
1194,12,100,1.5,0.7,14.69444426
1195,12,100,1.5,0.7,8.892414655
1196,12,100,1.5,0.7,9.29353788
1197,6,0,1.5,1.05,1.60756105
1198,6,0,1.5,1.05,1.40763682
1199,6,0,1.5,1.05,1.204278305
1200,6,200,1.5,0.7,14.96221898
1201,6,200,1.5,0.7,13.58270496
1202,6,200,1.5,0.7,15.7409393
1203,6,150,2.5,0.7,20.95858163
1204,6,150,2.5,0.7,20.19911768
1205,6,150,2.5,0.7,17.94230795
1206,6,0,1.5,0.7,1.14466667
1207,6,0,1.5,0.7,1.276972545
1208,6,0,1.5,0.7,0.984718805
1209,12,0,2.3,1.4,1.538662875
1210,12,0,2.3,1.4,1.158633795
1211,12,0,2.3,1.4,1.305498525
1212,6,0,1.9,0.7,5.62889179
1213,6,0,1.9,0.7,3.623287735
1214,6,0,1.9,0.7,3.576849065
1215,6,150,2.1,1.4,17.18467533
1216,6,150,2.1,1.4,14.66813147
1217,6,150,2.1,1.4,16.09093879
1218,10,175,1.6,1.4,23.0666609
1219,10,175,1.6,1.4,22.66918814
1220,10,175,1.6,1.4,24.08115478
1221,12,150,2.5,1.05,1.556686305
1222,12,150,2.5,1.05,15.7435385
1223,12,150,2.5,1.05,20.7900743
1224,6,100,2.1,1.4,13.71482183
1225,6,100,2.1,1.4,15.59499058
1226,6,100,2.1,1.4,17.55796323
1227,8,25,2.4,1.05,27.7911449
1228,8,25,2.4,1.05,36.84660789
1229,8,25,2.4,1.05,36.1300039
